Real/Fake,ID,path
Fake,44,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/colman/sadtalker/iphone/p3_df.mp4
Fake,45,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/colman/sadtalker/iphone/p4_df.mp4
Fake,46,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/colman/sadtalker/iphone/p5_df.mp4
Fake,47,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/colman/sadtalker/iphone/p6_df.mp4
Fake,48,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p1_df.mp4
Fake,49,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p2_df.mp4
Fake,50,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p3_df.mp4
Fake,51,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p4_df.mp4
Fake,52,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p5_df.mp4
Fake,53,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/googlepixel/p6_df.mp4
Fake,54,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p1_df.mp4
Fake,55,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p2_df.mp4
Fake,56,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p3_df.mp4
Fake,57,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p4_df.mp4
Fake,58,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p5_df.mp4
Fake,59,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/webcam/p6_df.mp4
Fake,60,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p1_df.mp4
Fake,61,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p2_df.mp4
Fake,62,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p3_df.mp4
Fake,63,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p4_df.mp4
Fake,64,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p5_df.mp4
Fake,65,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/canon/p6_df.mp4
Fake,66,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p1_df.mp4
Fake,67,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p2_df.mp4
Fake,68,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p3_df.mp4
Fake,69,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p4_df.mp4
Fake,70,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p5_df.mp4
Fake,71,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/toma/sadtalker/iphone/p6_df.mp4
Fake,72,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p1_df.mp4
Fake,73,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p2_df.mp4
Fake,74,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p3_df.mp4
Fake,75,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p4_df.mp4
Fake,76,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p5_df.mp4
Fake,77,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/googlepixel/p6_df.mp4
Fake,78,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p1_df.mp4
Fake,79,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p2_df.mp4
Fake,80,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p3_df.mp4
Fake,81,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p4_df.mp4
Fake,82,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p5_df.mp4
Fake,83,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/webcam/p6_df.mp4
Fake,84,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p1_df.mp4
Fake,85,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p2_df.mp4
Fake,86,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p3_df.mp4
Fake,87,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p4_df.mp4
Fake,88,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p5_df.mp4
Fake,89,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/canon/p6_df.mp4
Fake,90,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p1_df.mp4
Fake,91,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p2_df.mp4
Fake,92,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p3_df.mp4
Fake,93,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p4_df.mp4
Fake,94,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p5_df.mp4
Fake,95,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/phyllis/sadtalker/iphone/p6_df.mp4
Fake,96,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p1_df.mp4
Fake,97,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p2_df.mp4
Fake,98,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p3_df.mp4
Fake,99,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p4_df.mp4
Fake,100,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p5_df.mp4
Fake,101,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/googlepixel/p6_df.mp4
Fake,102,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p1_df.mp4
Fake,103,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p2_df.mp4
Fake,104,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p3_df.mp4
Fake,105,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p4_df.mp4
Fake,106,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p5_df.mp4
Fake,107,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/webcam/p6_df.mp4
Fake,108,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p1_df.mp4
Fake,109,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p2_df.mp4
Fake,110,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p3_df.mp4
Fake,111,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p4_df.mp4
Fake,112,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p5_df.mp4
Fake,113,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/canon/p6_df.mp4
Fake,114,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p1_df.mp4
Fake,115,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p2_df.mp4
Fake,116,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p3_df.mp4
Fake,117,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p4_df.mp4
Fake,118,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p5_df.mp4
Fake,119,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/hadleigh/sadtalker/iphone/p6_df.mp4
Fake,120,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p1_df.mp4
Fake,121,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p2_df.mp4
Fake,122,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p3_df.mp4
Fake,123,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p4_df.mp4
Fake,124,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p5_df.mp4
Fake,125,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/googlepixel/p6_df.mp4
Fake,126,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p1_df.mp4
Fake,127,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p2_df.mp4
Fake,128,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p3_df.mp4
Fake,129,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p4_df.mp4
Fake,130,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p5_df.mp4
Fake,131,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/webcam/p6_df.mp4
Fake,132,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p1_df.mp4
Fake,133,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p2_df.mp4
Fake,134,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p3_df.mp4
Fake,135,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p4_df.mp4
Fake,136,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p5_df.mp4
Fake,137,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/canon/p6_df.mp4
Fake,138,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p1_df.mp4
Fake,139,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p2_df.mp4
Fake,140,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p3_df.mp4
Fake,141,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p4_df.mp4
Fake,142,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p5_df.mp4
Fake,143,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/xiaofeng/sadtalker/iphone/p6_df.mp4
Fake,144,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p1_df.mp4
Fake,145,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p2_df.mp4
Fake,146,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p3_df.mp4
Fake,147,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p4_df.mp4
Fake,148,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p5_df.mp4
Fake,149,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/googlepixel/p6_df.mp4
Fake,150,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p1_df.mp4
Fake,151,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p2_df.mp4
Fake,152,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p3_df.mp4
Fake,153,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p4_df.mp4
Fake,154,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p5_df.mp4
Fake,155,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/webcam/p6_df.mp4
Fake,156,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p1_df.mp4
Fake,157,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p2_df.mp4
Fake,158,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p3_df.mp4
Fake,159,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p4_df.mp4
Fake,160,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p5_df.mp4
Fake,161,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/canon/p6_df.mp4
Fake,162,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p1_df.mp4
Fake,163,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p2_df.mp4
Fake,164,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p3_df.mp4
Fake,165,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p4_df.mp4
Fake,166,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p5_df.mp4
Fake,167,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/keylen/sadtalker/iphone/p6_df.mp4
Fake,168,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p1_df.mp4
Fake,169,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p2_df.mp4
Fake,170,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p3_df.mp4
Fake,171,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p4_df.mp4
Fake,172,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p5_df.mp4
Fake,173,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/googlepixel/p6_df.mp4
Fake,174,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p1_df.mp4
Fake,175,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p2_df.mp4
Fake,176,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p3_df.mp4
Fake,177,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p4_df.mp4
Fake,178,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p5_df.mp4
Fake,179,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/webcam/p6_df.mp4
Fake,180,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p1_df.mp4
Fake,181,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p2_df.mp4
Fake,182,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p3_df.mp4
Fake,183,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p4_df.mp4
Fake,184,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p5_df.mp4
Fake,185,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/canon/p6_df.mp4
Fake,186,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p1_df.mp4
Fake,187,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p2_df.mp4
Fake,188,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p3_df.mp4
Fake,189,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p4_df.mp4
Fake,190,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p5_df.mp4
Fake,191,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/rundi/sadtalker/iphone/p6_df.mp4
Fake,192,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p1_df.mp4
Fake,193,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p2_df.mp4
Fake,194,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p3_df.mp4
Fake,195,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p4_df.mp4
Fake,196,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p5_df.mp4
Fake,197,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/googlepixel/p6_df.mp4
Fake,198,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p1_df.mp4
Fake,199,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p2_df.mp4
Fake,200,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p3_df.mp4
Fake,201,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p4_df.mp4
Fake,202,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p5_df.mp4
Fake,203,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/webcam/p6_df.mp4
Fake,204,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p1_df.mp4
Fake,205,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p2_df.mp4
Fake,206,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p3_df.mp4
Fake,207,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p4_df.mp4
Fake,208,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p5_df.mp4
Fake,209,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/canon/p6_df.mp4
Fake,210,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p1_df.mp4
Fake,211,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p2_df.mp4
Fake,212,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p3_df.mp4
Fake,213,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p4_df.mp4
Fake,214,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p5_df.mp4
Fake,215,/media/raunak/E380-1E91/Deepfake/End_To_End/deepfakes_may24/tao/sadtalker/iphone/p6_df.mp4
